年	月	日	時	分	GoogleLat	GoogleLng	死	受傷	2-30
113	3	14	8	2	25.0700655	121.5149328	0	2	0
113	3	14	8	11	25.0549221	121.5277108	0	1	0
113	3	14	8	11	25.0549221	121.5277108	0	1	0
113	3	14	8	13	25.0893151	121.5142007	0	1	0
113	3	14	8	13	25.0893151	121.5142007	0	1	0
113	3	14	8	25	25.0810128	121.563994	0	1	0
113	3	14	8	25	25.0810128	121.563994	0	1	0
113	3	14	8	35	25.0477105	121.5242105	0	3	0
113	3	14	8	35	25.0477105	121.5242105	0	3	0
113	3	14	8	35	25.0477105	121.5242105	0	3	0
113	3	14	8	46	25.0683293	121.5786685	0	1	0
113	3	14	8	46	25.0683293	121.5786685	0	1	0
113	3	14	8	50	25.05157858	121.5535198	0	1	0
113	3	14	8	50	25.05157858	121.5535198	0	1	0
113	3	14	9	2	25.0163975	121.5329425	0	1	0
113	3	14	9	2	25.0163975	121.5329425	0	1	0
113	3	14	9	27	25.09617113	121.5302894	0	2	0
113	3	14	9	27	25.09617113	121.5302894	0	2	0
113	3	14	9	30	25.06441473	121.5441907	0	2	0
113	3	14	9	30	25.06441473	121.5441907	0	2	0
113	3	14	9	32	25.0538981	121.6039123	0	1	0
113	3	14	9	32	25.0538981	121.6039123	0	1	0
113	3	14	9	44	25.0578407	121.522775	0	2	0
113	3	14	9	44	25.0578407	121.522775	0	2	0
113	3	14	9	50	25.0373027	121.5750865	0	1	0
113	3	14	9	50	25.0373027	121.5750865	0	1	0
113	3	14	10	10	25.05145342	121.5646254	0	1	0
113	3	14	10	10	25.05145342	121.5646254	0	1	0
113	3	14	10	20	25.0528929	121.5833005	0	1	0
113	3	14	10	20	25.0528929	121.5833005	0	1	0
113	3	14	10	29	25.1351119	121.5026773	0	1	0
113	3	14	10	29	25.1351119	121.5026773	0	1	0
113	3	14	10	29	25.1351119	121.5026773	0	1	0
113	3	14	10	29	25.1351119	121.5026773	0	1	0
113	3	14	10	30	25.0448275	121.5401526	0	1	0
113	3	14	10	30	25.0448275	121.5401526	0	1	0
113	3	14	10	45	25.0257268	121.5162956	0	1	0
113	3	14	10	45	25.0257268	121.5162956	0	1	0
113	3	14	10	51	25.1137466	121.5158103	0	2	0
113	3	14	10	51	25.1137466	121.5158103	0	2	0
113	3	14	10	51	25.1137466	121.5158103	0	2	0
113	3	14	10	51	25.1137466	121.5158103	0	2	0
113	3	14	11	0	25.04597104	121.5107617	0	2	0
113	3	14	11	0	25.04597104	121.5107617	0	2	0
113	3	14	11	0	25.04597104	121.5107617	0	2	0
113	3	14	11	0	25.0521802	121.5571721	0	1	0
113	3	14	11	0	25.0521802	121.5571721	0	1	0
113	3	14	11	11	25.0483859	121.5186028	0	1	0
113	3	14	11	11	25.0483859	121.5186028	0	1	0
113	3	14	11	33	25.08275403	121.5791743	0	1	0
113	3	14	11	33	25.08275403	121.5791743	0	1	0
113	3	14	12	36	24.9906427	121.5432518	0	2	0
113	3	14	12	36	24.9906427	121.5432518	0	2	0
113	3	14	12	36	24.9906427	121.5432518	0	2	0
113	3	14	12	47	24.9867826	121.5463823	0	1	0
113	3	14	12	47	24.9867826	121.5463823	0	1	0
113	3	14	12	49	25.0579528	121.5871599	0	1	0
113	3	14	12	49	25.0579528	121.5871599	0	1	0
113	3	14	13	0	25.062725	121.5207375	0	2	0
113	3	14	13	0	25.062725	121.5207375	0	2	0
113	3	14	13	0	25.062725	121.5207375	0	2	0
113	3	14	13	7	25.07749771	121.5900073	0	1	0
113	3	14	13	7	25.07749771	121.5900073	0	1	0
113	3	14	13	14	25.026552	121.5188465	0	1	0
113	3	14	13	14	25.026552	121.5188465	0	1	0
113	3	14	13	16	25.0685715	121.5194427	0	1	0
113	3	14	13	16	25.0685715	121.5194427	0	1	0
113	3	14	13	47	25.1251517	121.4670575	0	1	0
113	3	14	13	47	25.1251517	121.4670575	0	1	0
113	3	14	15	16	24.9951399	121.544715	0	2	0
113	3	14	15	16	24.9951399	121.544715	0	2	0
113	3	14	15	50	25.0920431	121.5177887	0	1	0
113	3	14	15	50	25.0920431	121.5177887	0	1	0
113	3	14	15	52	24.9916673	121.5695972	0	2	0
113	3	14	15	52	24.9916673	121.5695972	0	2	0
113	3	14	16	6	25.0838387	121.5706416	0	1	0
113	3	14	16	6	25.0838387	121.5706416	0	1	0
113	3	14	16	9	25.0409002	121.5436458	0	1	0
113	3	14	16	9	25.0409002	121.5436458	0	1	0
113	3	14	16	9	25.0409002	121.5436458	0	1	0
113	3	14	16	9	25.0409002	121.5436458	0	1	0
113	3	14	16	9	25.0409002	121.5436458	0	1	0
113	3	14	16	11	25.1384903	121.4914018	0	2	0
113	3	14	16	11	25.1384903	121.4914018	0	2	0
113	3	14	16	11	25.1384903	121.4914018	0	2	0
113	3	14	16	38	25.0246929	121.5101602	0	1	0
113	3	14	16	38	25.0246929	121.5101602	0	1	0
113	3	14	16	53	25.0273952	121.494392	0	1	0
113	3	14	16	53	25.0273952	121.494392	0	1	0
113	3	14	16	53	25.0273952	121.494392	0	1	0
113	3	14	16	53	25.0273952	121.494392	0	1	0
113	3	14	17	8	25.06166896	121.5751821	0	1	0
113	3	14	17	8	25.06166896	121.5751821	0	1	0
113	3	14	17	11	25.0438605	121.5306084	0	1	0
113	3	14	17	11	25.0438605	121.5306084	0	1	0
113	3	14	17	12	25.04806802	121.5101075	0	1	0
113	3	14	17	12	25.04806802	121.5101075	0	1	0
113	3	14	17	12	25.04806802	121.5101075	0	1	0
113	3	14	17	20	25.0336979	121.5435132	0	2	0
113	3	14	17	20	25.0336979	121.5435132	0	2	0
113	3	14	17	20	25.10821652	121.5298646	0	1	0
113	3	14	17	20	25.10821652	121.5298646	0	1	0
113	3	14	17	51	25.08137625	121.5652984	0	1	0
113	3	14	17	51	25.08137625	121.5652984	0	1	0
113	3	14	18	12	25.07505644	121.6100926	0	2	0
113	3	14	18	12	25.07505644	121.6100926	0	2	0
113	3	14	18	14	25.05279797	121.5420726	0	1	0
113	3	14	18	14	25.05279797	121.5420726	0	1	0
113	3	14	18	27	25.050095	121.5489011	0	1	0
113	3	14	18	27	25.050095	121.5489011	0	1	0
113	3	14	18	27	25.050095	121.5489011	0	1	0
113	3	14	18	44	25.05129717	121.5761855	0	2	0
113	3	14	18	44	25.05129717	121.5761855	0	2	0
113	3	14	18	55	25.0580624	121.5524905	0	1	0
113	3	14	18	55	25.0580624	121.5524905	0	1	0
113	3	14	19	11	25.05767684	121.586292	0	2	0
113	3	14	19	11	25.05767684	121.586292	0	2	0
113	3	14	19	25	25.08331319	121.5731996	0	1	0
113	3	14	19	25	25.08331319	121.5731996	0	1	0
113	3	14	20	0	25.0815062	121.5585407	0	1	0
113	3	14	20	0	25.0815062	121.5585407	0	1	0
113	3	14	20	2	25.0804377	121.5805293	0	1	0
113	3	14	20	2	25.0804377	121.5805293	0	1	0
113	3	14	20	7	25.12189891	121.4622481	0	2	0
113	3	14	20	7	25.12189891	121.4622481	0	2	0
113	3	14	20	7	25.12189891	121.4622481	0	2	0
113	3	14	20	29	25.0383629	121.5574996	0	1	0
113	3	14	20	29	25.0383629	121.5574996	0	1	0
113	3	14	20	35	25.04579444	121.531472	0	1	0
113	3	14	20	35	25.04579444	121.531472	0	1	0
113	3	14	20	43	25.0624144	121.5302726	0	1	0
113	3	14	20	43	25.0624144	121.5302726	0	1	0
113	3	14	21	8	25.1209838	121.5001474	0	2	0
113	3	14	21	8	25.1209838	121.5001474	0	2	0
113	3	14	21	8	25.1209838	121.5001474	0	2	0
113	3	14	21	16	25.0406928	121.5058905	0	2	0
113	3	14	21	16	25.0406928	121.5058905	0	2	0
113	3	14	21	16	25.0406928	121.5058905	0	2	0
113	3	14	21	39	25.0498373	121.5095917	0	1	0
113	3	14	21	39	25.0498373	121.5095917	0	1	0
113	3	14	21	39	25.0498373	121.5095917	0	1	0
113	3	14	21	43	25.05799572	121.5371533	0	1	0
113	3	14	21	43	25.05799572	121.5371533	0	1	0
113	3	14	22	19	25.0385152	121.5017392	0	2	0
113	3	14	22	19	25.0385152	121.5017392	0	2	0
113	3	14	22	19	25.0385152	121.5017392	0	2	0
113	3	14	22	30	25.04305193	121.5005522	0	2	0
113	3	14	22	30	25.04305193	121.5005522	0	2	0
113	3	14	22	30	25.04305193	121.5005522	0	2	0
113	3	14	22	30	25.04305193	121.5005522	0	2	0
113	3	14	22	30	25.04305193	121.5005522	0	2	0
113	3	14	23	20	25.0116123	121.5359256	0	1	0
113	3	14	23	20	25.0116123	121.5359256	0	1	0
113	3	15	0	11	25.0221372	121.5317722	0	1	0
113	3	15	0	11	25.0221372	121.5317722	0	1	0
113	3	15	3	58	25.08645341	121.5649616	0	1	0
113	3	15	3	58	25.08645341	121.5649616	0	1	0
113	3	15	7	0	24.9811074	121.5673882	0	1	0
113	3	15	7	0	24.9811074	121.5673882	0	1	0
113	3	15	7	15	25.109689	121.515185	0	1	0
113	3	15	7	15	25.109689	121.515185	0	1	0
113	3	15	7	32	25.0626067	121.54135	0	1	0
113	3	15	7	32	25.0626067	121.54135	0	1	0
113	3	15	7	32	24.9948638	121.5412322	0	2	0
113	3	15	7	32	24.9948638	121.5412322	0	2	0
113	3	15	7	32	24.9948638	121.5412322	0	2	0
113	3	15	7	50	25.0678406	121.6175906	0	1	0
113	3	15	7	50	25.0678406	121.6175906	0	1	0
113	3	15	8	4	25.0497816	121.5550908	0	1	0
113	3	15	8	4	25.0497816	121.5550908	0	1	0
113	3	15	8	9	25.09777871	121.5135441	0	1	0
113	3	15	8	9	25.09777871	121.5135441	0	1	0
113	3	15	8	15	25.0423035	121.5137045	0	1	0
113	3	15	8	15	25.0423035	121.5137045	0	1	0
113	3	15	8	24	25.0799385	121.5585169	0	1	0
113	3	15	8	24	25.0799385	121.5585169	0	1	0
113	3	15	8	24	25.0799385	121.5585169	0	1	0
113	3	15	8	27	25.0582614	121.5182411	0	1	0
113	3	15	8	27	25.0582614	121.5182411	0	1	0
113	3	15	8	34	25.06239802	121.5591569	0	1	0
113	3	15	8	34	25.06239802	121.5591569	0	1	0
113	3	15	8	53	25.05172832	121.55377	0	1	0
113	3	15	8	53	25.05172832	121.55377	0	1	0
113	3	15	9	0	25.0520029	121.5315612	0	1	0
113	3	15	9	0	25.0520029	121.5315612	0	1	0
113	3	15	9	10	25.1174406	121.5132459	0	2	0
113	3	15	9	10	25.1174406	121.5132459	0	2	0
113	3	15	9	22	25.07677449	121.5720956	0	1	0
113	3	15	9	22	25.07677449	121.5720956	0	1	0
113	3	15	9	49	25.1109164	121.4940643	0	2	0
113	3	15	9	49	25.1109164	121.4940643	0	2	0
113	3	15	9	50	25.12047405	121.5530361	0	1	0
113	3	15	9	50	25.12047405	121.5530361	0	1	0
113	3	15	9	50	25.08474779	121.5752076	0	1	0
113	3	15	9	50	25.08474779	121.5752076	0	1	0
113	3	15	10	2	25.05188787	121.5173978	0	1	0
113	3	15	10	2	25.05188787	121.5173978	0	1	0
113	3	15	10	10	25.0902422	121.527112	0	2	0
113	3	15	10	10	25.0902422	121.527112	0	2	0
113	3	15	10	13	25.0374139	121.5850209	0	1	0
113	3	15	10	13	25.0374139	121.5850209	0	1	0
113	3	15	10	40	25.0583713	121.5570785	0	1	0
113	3	15	10	40	25.0583713	121.5570785	0	1	0
113	3	15	10	47	25.04738234	121.542946	0	1	0
113	3	15	10	47	25.04738234	121.542946	0	1	0
113	3	15	10	48	25.0457844	121.5311478	0	1	0
113	3	15	11	0	25.1076101	121.4716004	1	0	0
113	3	15	11	0	25.1076101	121.4716004	1	0	0
113	3	15	11	18	25.0213794	121.4974948	0	1	0
113	3	15	11	18	25.0213794	121.4974948	0	1	0
113	3	15	11	40	25.0558062	121.5226277	0	1	0
113	3	15	11	40	25.0558062	121.5226277	0	1	0
113	3	15	11	52	25.0571622	121.5671062	0	1	0
113	3	15	11	52	25.0571622	121.5671062	0	1	0
113	3	15	12	3	25.0436568	121.5230147	0	1	0
113	3	15	12	3	25.0436568	121.5230147	0	1	0
113	3	15	12	8	25.063098	121.5158084	0	3	0
113	3	15	12	8	25.063098	121.5158084	0	3	0
113	3	15	12	8	25.063098	121.5158084	0	3	0
113	3	15	12	8	25.063098	121.5158084	0	3	0
113	3	15	12	28	25.0482299	121.5658837	0	2	0
113	3	15	12	28	25.0482299	121.5658837	0	2	0
113	3	15	13	22	25.0547147	121.5939012	0	2	0
113	3	15	13	22	25.0547147	121.5939012	0	2	0
113	3	15	13	28	25.0403356	121.5753497	0	2	0
113	3	15	13	28	25.0403356	121.5753497	0	2	0
113	3	15	13	30	25.025661	121.5562297	0	1	0
113	3	15	13	30	25.025661	121.5562297	0	1	0
113	3	15	13	45	25.0382187	121.4967523	0	2	0
113	3	15	13	45	25.0382187	121.4967523	0	2	0
113	3	15	13	55	25.0303301	121.5580152	0	3	0
113	3	15	13	55	25.0303301	121.5580152	0	3	0
113	3	15	13	55	25.0303301	121.5580152	0	3	0
113	3	15	13	55	25.0303301	121.5580152	0	3	0
113	3	15	13	55	25.0303301	121.5580152	0	3	0
113	3	15	14	15	25.0464608	121.5799232	0	1	0
113	3	15	14	15	25.0464608	121.5799232	0	1	0
113	3	15	14	20	25.0643829	121.5304001	0	1	0
113	3	15	14	20	25.0643829	121.5304001	0	1	0
113	3	15	15	30	25.10742931	121.5455127	0	1	0
113	3	15	15	30	25.10742931	121.5455127	0	1	0
113	3	15	15	30	25.10742931	121.5455127	0	1	0
113	3	15	15	30	25.10742931	121.5455127	0	1	0
113	3	15	15	30	25.10742931	121.5455127	0	1	0
113	3	15	15	40	25.01672779	121.5321815	0	1	0
113	3	15	15	40	25.01672779	121.5321815	0	1	0
113	3	15	15	43	25.03788384	121.4996552	0	1	0
113	3	15	15	43	25.03788384	121.4996552	0	1	0
113	3	15	16	33	25.1088179	121.5247455	0	1	0
113	3	15	16	33	25.1088179	121.5247455	0	1	0
113	3	15	17	0	25.0764394	121.5749272	0	1	0
113	3	15	17	0	25.0764394	121.5749272	0	1	0
113	3	15	17	0	25.0764394	121.5749272	0	1	0
113	3	15	17	15	25.05736741	121.5854429	0	2	0
113	3	15	17	15	25.05736741	121.5854429	0	2	0
113	3	15	17	22	25.0473097	121.5841438	0	2	0
113	3	15	17	22	25.0473097	121.5841438	0	2	0
113	3	15	17	28	25.02701	121.5622968	0	1	0
113	3	15	17	28	25.02701	121.5622968	0	1	0
113	3	15	17	38	25.0436401	121.5191397	0	1	0
113	3	15	17	38	25.0436401	121.5191397	0	1	0
113	3	15	18	13	24.9940344	121.5715873	0	1	0
113	3	15	18	13	24.9940344	121.5715873	0	1	0
113	3	15	18	23	25.0681089	121.6120635	0	1	0
113	3	15	18	23	25.0681089	121.6120635	0	1	0
113	3	15	19	24	25.05076819	121.5955952	0	3	0
113	3	15	19	24	25.05076819	121.5955952	0	3	0
113	3	15	19	24	25.05076819	121.5955952	0	3	0
113	3	15	19	36	25.02832124	121.5485125	0	2	0
113	3	15	19	36	25.02832124	121.5485125	0	2	0
113	3	15	19	36	25.02832124	121.5485125	0	2	0
113	3	15	20	1	25.05691518	121.5640212	0	1	0
113	3	15	20	1	25.05691518	121.5640212	0	1	0
113	3	15	21	12	25.0467013	121.5365308	0	1	0
113	3	15	21	12	25.0467013	121.5365308	0	1	0
113	3	15	21	12	25.0467013	121.5365308	0	1	0
113	3	15	23	0	25.0415463	121.5031037	0	1	0
113	3	15	23	0	25.0415463	121.5031037	0	1	0
113	3	15	23	47	25.0470364	121.5276378	0	2	0
113	3	15	23	47	25.0470364	121.5276378	0	2	0
113	3	15	23	47	25.0470364	121.5276378	0	2	0
113	3	16	0	29	25.0523298	121.5607901	0	1	0
113	3	16	0	29	25.0523298	121.5607901	0	1	0
113	3	16	2	44	25.0685179	121.522738	0	1	0
113	3	16	2	44	25.0685179	121.522738	0	1	0
113	3	16	2	44	25.0685179	121.522738	0	1	0
113	3	16	8	5	25.04597719	121.5304914	0	2	0
113	3	16	8	5	25.04597719	121.5304914	0	2	0
113	3	16	8	7	24.9999875	121.5469841	0	2	0
113	3	16	8	7	24.9999875	121.5469841	0	2	0
113	3	16	8	7	24.9999875	121.5469841	0	2	0
113	3	16	8	58	25.0036937	121.556312	0	1	0
113	3	16	8	58	25.0036937	121.556312	0	1	0
113	3	16	9	5	25.0625053	121.5439258	0	1	0
113	3	16	9	5	25.0625053	121.5439258	0	1	0
113	3	16	9	18	25.14030961	121.4867956	0	1	0
113	3	16	9	18	25.14030961	121.4867956	0	1	0
113	3	16	9	50	25.01119888	121.5289233	0	2	0
113	3	16	9	50	25.01119888	121.5289233	0	2	0
113	3	16	9	50	25.01119888	121.5289233	0	2	0
113	3	16	9	58	25.0435159	121.5496685	0	2	0
113	3	16	9	58	25.0435159	121.5496685	0	2	0
113	3	16	10	28	24.9853983	121.5642922	0	1	0
113	3	16	10	28	24.9853983	121.5642922	0	1	0
113	3	16	10	30	25.1039656	121.5249056	0	1	0
113	3	16	10	30	25.1039656	121.5249056	0	1	0
113	3	16	10	31	25.0299966	121.5573278	0	1	0
113	3	16	10	31	25.0299966	121.5573278	0	1	0
113	3	16	11	5	25.1436687	121.5212158	0	1	0
113	3	16	11	5	25.1436687	121.5212158	0	1	0
113	3	16	11	10	25.0345365	121.5173253	0	1	0
113	3	16	11	10	25.0345365	121.5173253	0	1	0
113	3	16	11	25	25.0802182	121.5920216	0	1	0
113	3	16	11	25	25.0802182	121.5920216	0	1	0
113	3	16	11	45	25.1194965	121.5067329	0	2	0
113	3	16	11	45	25.1194965	121.5067329	0	2	0
113	3	16	11	50	25.0971976	121.5230118	0	1	0
113	3	16	11	50	25.0971976	121.5230118	0	1	0
113	3	16	12	58	25.062641	121.5240779	0	1	0
113	3	16	12	58	25.062641	121.5240779	0	1	0
113	3	16	13	0	25.04331479	121.5287822	0	1	0
113	3	16	13	0	25.04331479	121.5287822	0	1	0
113	3	16	13	15	24.9905062	121.5399462	0	1	0
113	3	16	13	15	24.9905062	121.5399462	0	1	0
113	3	16	13	44	25.04846133	121.5085736	0	1	0
113	3	16	13	44	25.04846133	121.5085736	0	1	0
113	3	16	14	27	25.0312347	121.6111949	0	1	0
113	3	16	14	27	25.0312347	121.6111949	0	1	0
113	3	16	14	27	25.0312347	121.6111949	0	1	0
113	3	16	15	3	25.0356878	121.5374455	0	1	0
113	3	16	15	3	25.0356878	121.5374455	0	1	0
113	3	16	15	5	25.0379337	121.5379658	0	1	0
113	3	16	15	5	25.0379337	121.5379658	0	1	0
113	3	16	15	5	25.0379337	121.5379658	0	1	0
113	3	16	15	12	25.0503483	121.506318	0	1	0
113	3	16	15	12	25.0503483	121.506318	0	1	0
113	3	16	15	19	25.05075914	121.5796402	0	1	0
113	3	16	15	19	25.05075914	121.5796402	0	1	0
113	3	16	15	19	25.05075914	121.5796402	0	1	0
113	3	16	15	37	25.11257768	121.5089701	0	3	0
113	3	16	15	37	25.11257768	121.5089701	0	3	0
113	3	16	15	37	25.11257768	121.5089701	0	3	0
113	3	16	15	37	25.11257768	121.5089701	0	3	0
113	3	16	15	45	25.04518051	121.5087837	0	1	0
113	3	16	15	45	25.04518051	121.5087837	0	1	0
113	3	16	15	50	25.0455985	121.5747868	0	1	0
113	3	16	15	50	25.0455985	121.5747868	0	1	0
113	3	16	15	50	25.0455985	121.5747868	0	1	0
113	3	16	19	33	25.0642317	121.5349515	0	1	0
113	3	16	19	33	25.0642317	121.5349515	0	1	0
113	3	16	20	19	25.0849613	121.5061701	0	2	0
113	3	16	20	19	25.0849613	121.5061701	0	2	0
113	3	16	20	19	25.0849613	121.5061701	0	2	0
113	3	16	20	42	24.98495077	121.5615247	0	1	0
113	3	16	20	42	24.98495077	121.5615247	0	1	0
113	3	16	20	42	24.98495077	121.5615247	0	1	0
113	3	16	20	55	25.0363327	121.5491104	0	1	0
113	3	16	20	55	25.0363327	121.5491104	0	1	0
113	3	16	21	12	25.0482202	121.5134847	0	1	0
113	3	16	21	12	25.0482202	121.5134847	0	1	0
113	3	16	21	19	25.0406932	121.557717	0	2	0
113	3	16	21	19	25.0406932	121.557717	0	2	0
113	3	16	21	20	25.0801447	121.520127	0	1	0
113	3	16	21	20	25.0801447	121.520127	0	1	0
113	3	16	21	32	25.06180935	121.55431	0	1	0
113	3	16	21	32	25.06180935	121.55431	0	1	0
113	3	16	22	7	25.0650726	121.5271143	0	1	0
113	3	16	22	7	25.0650726	121.5271143	0	1	0
113	3	16	22	15	25.05788705	121.5515285	0	1	0
113	3	16	22	15	25.05788705	121.5515285	0	1	0
113	3	16	23	13	25.0113513	121.5369853	0	1	0
113	3	16	23	13	25.0113513	121.5369853	0	1	0
113	3	16	23	31	25.0486183	121.5295137	0	1	0
113	3	16	23	31	25.0486183	121.5295137	0	1	0
113	3	16	23	40	25.1088146	121.5253207	0	1	0
113	3	16	23	40	25.1088146	121.5253207	0	1	0
113	3	17	4	45	25.01486605	121.5326016	0	2	0
113	3	17	4	45	25.01486605	121.5326016	0	2	0
113	3	17	6	44	24.9998887	121.5541528	0	2	0
113	3	17	6	44	24.9998887	121.5541528	0	2	0
113	3	17	8	21	25.0367655	121.4964214	0	1	0
113	3	17	8	21	25.0367655	121.4964214	0	1	0
113	3	17	8	48	25.04885632	121.5077457	0	1	0
113	3	17	8	48	25.04885632	121.5077457	0	1	0
113	3	17	9	51	25.0345795	121.5359316	0	1	0
113	3	17	9	51	25.0345795	121.5359316	0	1	0
113	3	17	10	0	24.9987639	121.5750192	0	1	0
113	3	17	10	0	24.9987639	121.5750192	0	1	0
113	3	17	10	2	25.04551064	121.4988895	0	2	0
113	3	17	10	2	25.04551064	121.4988895	0	2	0
113	3	17	10	54	25.0867834	121.5154513	0	4	0
113	3	17	10	54	25.0867834	121.5154513	0	4	0
113	3	17	10	54	25.0867834	121.5154513	0	4	0
113	3	17	10	54	25.0867834	121.5154513	0	4	0
113	3	17	10	54	25.0867834	121.5154513	0	4	0
113	3	17	11	0	25.07001441	121.5093189	0	1	0
113	3	17	11	0	25.07001441	121.5093189	0	1	0
113	3	17	11	0	25.0465189	121.5367399	0	1	0
113	3	17	11	0	25.0465189	121.5367399	0	1	0
113	3	17	11	5	25.1109536	121.5105788	0	1	0
113	3	17	11	5	25.1109536	121.5105788	0	1	0
113	3	17	11	10	25.0407353	121.5298483	0	1	0
113	3	17	11	10	25.0407353	121.5298483	0	1	0
113	3	17	11	10	25.0407353	121.5298483	0	1	0
113	3	17	11	12	24.99906021	121.5668755	0	1	0
113	3	17	11	12	24.99906021	121.5668755	0	1	0
113	3	17	11	15	25.04765008	121.5241911	0	3	0
113	3	17	11	15	25.04765008	121.5241911	0	3	0
113	3	17	11	15	25.04765008	121.5241911	0	3	0
113	3	17	11	20	25.04487796	121.549668	0	1	0
113	3	17	11	20	25.04487796	121.549668	0	1	0
113	3	17	11	36	25.06010428	121.5273394	0	2	0
113	3	17	11	36	25.06010428	121.5273394	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	12	25.1080026	121.557541	0	2	0
113	3	17	12	17	25.035158	121.5072528	0	2	0
113	3	17	12	17	25.035158	121.5072528	0	2	0
113	3	17	12	25	25.0167794	121.5498383	0	1	0
113	3	17	12	25	25.0167794	121.5498383	0	1	0
113	3	17	12	29	24.98320317	121.5540158	0	2	0
113	3	17	12	29	24.98320317	121.5540158	0	2	0
113	3	17	12	30	25.07607937	121.5765933	0	2	0
113	3	17	12	30	25.07607937	121.5765933	0	2	0
113	3	17	12	31	25.01848366	121.5282048	0	1	0
113	3	17	12	31	25.01848366	121.5282048	0	1	0
113	3	17	12	50	25.04564928	121.5316222	0	1	0
113	3	17	12	50	25.04564928	121.5316222	0	1	0
113	3	17	13	3	25.0269997	121.5222204	0	1	0
113	3	17	13	3	25.0269997	121.5222204	0	1	0
113	3	17	13	25	25.00969866	121.5373127	0	1	0
113	3	17	13	25	25.00969866	121.5373127	0	1	0
113	3	17	13	42	25.12450469	121.4650122	0	2	0
113	3	17	13	42	25.12450469	121.4650122	0	2	0
113	3	17	13	42	25.12450469	121.4650122	0	2	0
113	3	17	14	12	25.0037667	121.5354408	0	2	0
113	3	17	14	12	25.0037667	121.5354408	0	2	0
113	3	17	14	20	25.05054496	121.5090056	0	1	0
113	3	17	14	20	25.05054496	121.5090056	0	1	0
113	3	17	14	33	24.98537563	121.582201	0	2	0
113	3	17	14	33	24.98537563	121.582201	0	2	0
113	3	17	15	3	25.0530368	121.586663	0	1	0
113	3	17	15	3	25.0530368	121.586663	0	1	0
113	3	17	15	28	25.06485759	121.612293	0	1	0
113	3	17	15	28	25.06485759	121.612293	0	1	0
113	3	17	16	50	25.0603512	121.5330695	0	2	0
113	3	17	16	50	25.0603512	121.5330695	0	2	0
113	3	17	16	53	25.0598688	121.5207934	0	1	0
113	3	17	16	53	25.0598688	121.5207934	0	1	0
113	3	17	17	0	25.0460834	121.5309317	0	1	0
113	3	17	17	0	25.0460834	121.5309317	0	1	0
113	3	17	17	0	25.0460834	121.5309317	0	1	0
113	3	17	17	25	25.058547	121.5279905	0	2	0
113	3	17	17	25	25.058547	121.5279905	0	2	0
113	3	17	17	25	25.058547	121.5279905	0	2	0
113	3	17	17	31	25.03460974	121.5055804	0	1	0
113	3	17	17	31	25.03460974	121.5055804	0	1	0
113	3	17	17	36	25.0254933	121.4946191	0	1	0
113	3	17	17	36	25.0254933	121.4946191	0	1	0
113	3	17	17	36	25.0254933	121.4946191	0	1	0
113	3	17	17	43	25.0689169	121.5168057	0	1	0
113	3	17	17	43	25.0689169	121.5168057	0	1	0
113	3	17	17	43	25.0689169	121.5168057	0	1	0
113	3	17	17	45	25.0803579	121.5678812	0	2	0
113	3	17	17	45	25.0803579	121.5678812	0	2	0
113	3	17	17	45	25.0803579	121.5678812	0	2	0
113	3	17	17	45	25.0803579	121.5678812	0	2	0
113	3	17	17	52	25.0384159	121.5676472	0	1	0
113	3	17	17	52	25.0384159	121.5676472	0	1	0
113	3	17	18	14	25.0571005	121.5301261	0	1	0
113	3	17	18	14	25.0571005	121.5301261	0	1	0
113	3	17	18	15	24.97994686	121.553788	0	1	0
113	3	17	18	15	24.97994686	121.553788	0	1	0
113	3	17	18	20	25.043183	121.504661	0	2	0
113	3	17	18	20	25.043183	121.504661	0	2	0
113	3	17	18	23	25.0844734	121.579117	0	1	0
113	3	17	18	23	25.0844734	121.579117	0	1	0
113	3	17	18	43	25.0538587	121.5492063	0	1	0
113	3	17	18	43	25.0538587	121.5492063	0	1	0
113	3	17	19	5	25.08461127	121.560296	0	1	0
113	3	17	19	5	25.08461127	121.560296	0	1	0
113	3	17	19	8	25.0384877	121.4999469	0	1	0
113	3	17	19	8	25.0384877	121.4999469	0	1	0
113	3	17	19	8	25.0384877	121.4999469	0	1	0
113	3	17	19	34	24.9931355	121.5736734	0	3	0
113	3	17	19	34	24.9931355	121.5736734	0	3	0
113	3	17	19	34	24.9931355	121.5736734	0	3	0
113	3	17	19	34	24.9931355	121.5736734	0	3	0
113	3	17	19	46	25.0443709	121.56863	0	2	0
113	3	17	19	46	25.0443709	121.56863	0	2	0
113	3	17	19	46	25.0443709	121.56863	0	2	0
113	3	17	19	48	25.0301147	121.5041534	0	1	0
113	3	17	19	48	25.0301147	121.5041534	0	1	0
113	3	17	20	39	25.0526406	121.5952692	0	1	0
113	3	17	20	39	25.0526406	121.5952692	0	1	0
113	3	17	20	52	25.0546809	121.6191482	0	2	0
113	3	17	20	52	25.0546809	121.6191482	0	2	0
